student_id,attendance_pct,study_hours_week,assignment_score,internal_marks,prev_sem_cgpa,activity_score,final_exam_marks
S04640,71.1,11.0,78.3,60.2,8.46,46.7,68.18
S00163,76.9,10.0,58.7,52.0,,50.5,57.68
S09864,64.8,2.0,,42.5,5.68,20.8,51.85
S06481,50.6,4.6,41.9,48.9,6.45,21.9,20.59
S02618,89.5,14.0,66.9,68.5,6.98,52.4,78.76
S05633,89.4,15.9,94.2,98.7,8.9,53.6,91.04
S06047,72.6,13.7,71.8,59.7,8.21,57.4,67.25
S07200,63.7,7.0,55.0,59.2,7.67,61.3,58.93
S07190,66.3,16.4,67.3,,5.97,55.2,64.73
S07406,44.3,2.0,35.4,32.1,4.8,43.1,8.24
S09143,83.5,20.7,64.8,68.5,8.1,60.6,77.15
S02354,71.0,10.0,76.8,61.2,8.24,72.1,92.11
S06867,92.0,29.3,96.1,84.8,8.97,78.1,92.62
S09633,71.7,14.4,49.8,55.9,5.33,48.3,49.44
S02462,75.6,27.1,71.7,74.5,7.73,43.6,89.63
S03288,76.4,19.8,70.0,83.3,7.8,56.0,84.08
S06309,73.8,22.6,76.2,83.9,6.79,60.0,70.16
S06436,90.2,17.9,81.9,77.3,5.85,65.2,75.79
S05415,82.7,18.4,77.9,76.8,6.27,50.5,83.06
S02595,84.4,34.6,87.2,82.2,7.96,80.9,88.25
S03940,95.6,31.6,85.9,,9.8,88.2,93.86
S01541,100.0,34.3,100.0,95.8,9.59,,100.0
S04486,71.1,9.7,89.0,69.6,8.92,46.8,91.21
S02572,,2.0,59.5,42.1,6.84,43.5,65.81
S08972,95.3,13.9,78.3,77.5,9.06,71.6,91.19
S09801,63.8,20.6,66.2,60.5,6.64,49.4,69.83
S08072,72.8,18.1,65.5,64.2,5.4,31.6,64.06
S07555,84.7,21.0,75.5,81.1,5.47,72.2,66.47
S09651,65.9,8.4,55.8,51.3,5.92,48.8,58.9
S09246,72.4,10.1,61.7,,5.83,57.5,65.09
S08170,60.0,17.0,77.8,70.6,7.69,62.6,64.61
S02985,57.2,5.0,,37.5,5.79,38.4,40.22
S04501,,26.0,76.5,56.4,7.98,61.9,67.18
S01580,72.2,18.7,74.6,70.9,8.3,66.9,80.12
S08383,63.5,7.8,68.5,59.4,7.27,46.3,64.97
S05724,78.9,26.6,82.9,79.8,7.67,68.0,85.36
S07981,84.7,15.1,80.1,73.6,6.35,45.9,71.4
S03788,76.0,26.9,82.9,78.3,8.93,75.3,100.0
S06672,57.6,22.4,50.8,34.8,5.12,30.0,49.67
S05310,86.6,24.9,80.6,74.2,8.26,56.2,100.0
S04491,64.1,,40.4,30.0,5.75,30.0,42.98
S02834,76.7,26.1,81.7,75.1,9.14,77.3,93.63
S00255,64.6,,66.2,39.5,7.04,46.2,59.66
S03814,86.6,26.2,83.1,78.0,6.38,64.6,77.18
S04916,77.0,18.2,69.4,74.5,8.2,65.3,79.79
S04079,100.0,27.3,,91.5,10.0,76.2,100.0
S07988,77.5,26.0,79.9,70.0,7.7,52.6,78.85
S02188,67.8,13.0,75.3,68.3,8.71,64.9,83.54
S03407,84.8,15.6,59.9,47.6,6.8,61.4,63.05
S04715,68.4,22.1,89.5,68.0,8.31,80.1,86.07
S03427,88.8,28.5,97.5,86.3,8.83,64.3,100.0
S04783,71.7,16.9,59.5,53.1,5.97,37.5,45.37
S00101,43.1,2.0,47.1,31.9,5.75,43.9,36.52
S04420,84.5,19.7,78.9,77.1,6.86,66.0,82.03
S06775,69.7,12.8,72.6,66.0,8.82,83.2,70.23
S05796,78.5,14.9,86.4,72.1,8.87,82.4,82.38
S04016,55.7,16.8,53.5,55.6,7.07,63.5,65.22
S09623,87.3,18.0,74.7,60.0,8.13,48.5,65.88
S03924,66.7,13.3,61.6,69.5,6.35,74.0,77.95
S04334,70.2,18.4,83.4,57.6,8.41,80.7,81.15
S01757,68.6,14.1,85.8,71.2,8.7,53.4,75.98
S03103,81.0,14.2,74.5,70.0,6.97,66.1,77.96
S02328,64.3,19.9,64.2,64.0,7.05,57.3,55.07
S03228,40.0,2.0,51.0,32.0,5.31,38.2,23.13
S09183,68.4,27.1,,66.2,,55.1,62.24
S03138,,14.6,67.0,80.4,9.0,75.1,91.15
S08447,96.6,,84.0,96.4,9.04,74.1,96.81
S03171,65.7,14.2,47.9,51.6,6.09,35.2,47.66
S09588,87.2,16.4,69.2,60.9,7.61,63.5,74.56
S01040,,20.5,81.4,83.3,7.04,62.9,83.29
S03978,69.9,12.1,72.8,61.8,8.08,70.7,74.83
S03451,72.8,8.1,72.9,53.1,8.51,51.8,62.44
S03914,96.5,26.0,78.6,100.0,9.48,72.0,100.0
S03902,78.0,12.5,59.6,44.7,5.02,48.5,52.87
S08204,56.0,13.3,46.6,49.5,,58.8,39.13
S04729,68.6,18.6,61.6,65.8,6.26,68.4,66.25
S04617,53.8,5.2,56.1,53.6,6.46,49.1,54.12
S03390,72.1,8.1,70.8,75.1,8.7,74.3,61.4
S03542,76.1,13.7,62.7,51.6,6.31,48.7,49.69
S04055,57.3,5.0,30.0,30.0,4.19,52.2,15.21
S03548,,2.0,38.4,30.0,5.14,32.9,28.75
S08069,50.0,2.0,44.0,33.4,4.89,26.3,27.49
S00504,96.7,17.1,89.1,80.4,7.82,62.5,81.43
S09672,50.0,7.7,57.1,44.2,4.98,24.7,43.58
S03795,68.4,16.9,,63.6,6.13,63.8,63.51
S07587,77.9,23.5,91.8,78.0,9.62,67.9,92.6
S05168,64.8,4.1,77.5,65.1,9.08,68.8,65.87
S03144,78.3,18.6,73.6,75.0,8.98,86.8,86.26
S02095,55.9,8.0,43.8,30.0,5.2,35.2,37.05
S08201,86.8,16.1,60.5,47.8,6.66,,54.77
S03908,57.2,2.0,48.8,32.4,4.42,32.3,19.68
S09820,62.5,12.1,57.4,41.6,5.13,,39.17
S09575,,34.7,,93.6,8.91,73.7,100.0
S07360,85.9,23.6,64.6,67.0,9.88,,70.36
S07642,88.1,24.9,85.8,87.6,8.33,80.2,99.04
S02092,66.6,5.9,46.8,44.4,5.42,59.7,45.23
S02593,68.9,16.4,67.6,52.0,7.11,47.0,50.8
S00204,81.0,,84.7,81.1,8.81,66.3,95.17
S01775,64.9,20.0,61.1,70.7,7.42,54.6,71.47
S05942,75.0,13.0,76.1,80.8,6.8,46.4,76.73
S03340,86.2,16.8,85.6,76.4,7.36,83.6,82.18
S09432,57.7,2.0,52.2,38.9,4.61,35.4,35.08
S06258,84.7,12.0,91.3,78.0,8.4,54.4,79.08
S02894,,11.6,56.4,48.6,5.74,30.3,55.81
S05990,63.5,14.3,61.9,53.9,4.81,52.0,54.69
S02148,74.7,18.7,73.3,72.5,7.87,58.1,79.8
S09566,100.0,35.8,100.0,,10.0,96.0,98.39
S09849,94.4,23.4,86.0,96.2,8.98,,86.83
S07112,73.6,14.5,46.4,30.0,5.12,36.8,33.2
S02435,85.2,18.2,64.7,87.3,8.1,64.1,86.13
S08636,97.2,21.7,76.2,71.5,9.05,52.3,87.98
S06356,69.9,3.9,61.8,59.1,5.86,50.9,60.73
S03054,74.4,11.0,63.0,46.9,6.86,50.0,51.43
S08196,80.7,26.1,80.8,82.1,9.21,44.5,90.84
S03202,,12.8,72.4,62.3,4.74,50.1,67.86
S08544,59.6,3.5,74.3,47.7,7.2,43.9,70.38
S01713,,14.8,59.5,37.5,4.68,21.5,37.92
S04821,80.3,23.6,84.9,79.8,8.34,65.8,91.04
S08607,76.9,10.4,63.5,,8.55,65.2,66.38
S04738,85.4,22.1,90.6,83.3,6.78,94.3,76.16
S06147,100.0,24.9,,98.4,10.0,88.9,100.0
S05593,65.2,14.7,68.6,73.9,6.62,59.1,76.03
S05207,90.2,8.1,60.8,60.8,6.14,55.5,61.9
S09175,72.6,2.0,62.8,59.7,6.51,65.6,53.36
S07514,76.7,13.4,72.5,63.9,8.91,68.5,85.61
S00576,81.7,9.8,70.5,53.4,7.88,78.3,70.65
S07461,83.4,19.8,70.7,67.5,5.98,68.1,72.27
S07902,83.1,18.5,71.6,65.8,6.09,69.3,80.88
S03877,73.18,18.6,81.7,60.3,8.09,54.8,55.84
S05746,84.1,20.9,80.0,70.8,6.29,60.3,70.19
S04416,83.7,32.2,93.6,81.1,8.24,70.4,79.86
S08079,48.9,7.5,55.1,44.2,6.94,48.9,31.42
S00663,56.0,12.5,67.2,61.5,7.23,53.8,61.91
S07309,54.0,2.0,,36.1,4.83,42.1,28.06
S05457,82.6,8.9,55.4,58.4,6.93,48.3,43.36
S05676,65.3,,69.4,80.7,6.25,67.4,68.74
S06695,68.2,22.7,80.1,73.8,6.98,61.1,84.07
S01431,85.2,9.3,86.1,91.4,8.17,81.1,68.75
S09365,76.8,16.5,66.9,62.4,6.08,,72.28
S07463,70.0,31.6,88.6,78.8,8.2,79.9,88.99
S09180,78.7,17.8,64.5,79.8,8.42,85.3,72.76
S01161,73.9,9.0,80.7,72.7,8.28,73.7,86.57
S03622,76.0,6.3,59.5,69.0,6.13,81.1,63.51
S01170,54.9,2.0,45.7,44.7,5.85,15.8,37.04
S06671,80.3,25.0,69.2,84.3,7.89,65.9,60.32
S01064,67.0,10.8,78.1,62.1,8.06,78.4,73.11
S01550,93.1,7.0,52.3,58.1,9.04,49.8,54.82
S04004,72.3,13.6,63.0,62.5,7.71,48.2,44.0
S00003,75.4,13.7,82.7,60.8,8.34,63.5,74.78
S05566,86.1,25.9,79.3,68.7,6.44,41.8,83.79
S05992,99.0,15.6,88.4,75.5,7.18,68.8,81.23
S03820,67.7,4.8,46.2,49.0,6.82,43.4,52.88
S01969,86.2,28.2,72.0,68.7,7.79,64.7,76.25
S02416,71.8,13.5,69.4,68.0,6.61,,65.71
S00996,57.2,18.4,69.3,55.7,6.62,,66.11
S09383,85.0,19.6,75.9,71.5,8.27,65.3,75.93
S06287,83.2,21.3,84.4,65.3,6.8,42.4,66.38
S05554,58.9,17.2,83.2,77.9,7.94,,78.05
S09495,68.9,17.2,72.7,48.6,,41.3,61.55
S04514,76.8,14.2,72.1,76.0,5.54,47.9,85.27
S04027,81.1,23.1,68.0,72.1,8.25,50.8,77.91
S02885,97.9,7.3,91.6,35.3,7.75,69.3,70.06
S00604,56.4,8.3,,68.0,8.68,71.2,74.9
S05459,77.8,28.3,82.8,,8.99,77.6,89.9
S08828,83.5,16.8,,46.1,7.58,,60.02
S08820,81.7,20.0,67.1,55.3,,65.7,69.47
S06345,81.9,21.5,94.0,80.9,8.33,84.0,77.44
S03661,85.4,12.5,53.5,47.7,5.68,,71.92
S01305,69.5,17.2,71.1,77.0,9.81,62.8,68.74
